start_date,end_date,ip_address,duration_in_seconds,recorded_date,response_id,location_latitude,location_longitude,q_recaptcha_score,intro_info,degree,degree_type,english_level_degree_1,gender,gender_other,language_1,age_1,ada_familiarity_1,q1_prop_1,q2_prop_1,q3_prop_1,q4_prop_1,q5_prop_1,q6_prop_1,q1_anx_1,q2_anx_1,q3_anx_1,q4_anx_1,q5_anx_1,q6_anx_1,q7_anx_1,q8_anx_1,q1_p_ai_1,q2_p_ai_1,q3_p_ai_1,q4_ado_ai_1,q5_ado_ai_1,q6_ado_ai_1,q1_llms,q1_if_other,q3_usage,q1_if_no_none_1,q2_if_none,country
2024-03-21,2024-03-21,82.203.164.201,1070,2024-03-21,R_8rP0BkYmO4lEGZ3,60.1797,24.9344,0.800000012,"Yes, I consent to participate in this study",Bachelor in Information Technology,Both online and in-person,91.01,Male,NA,9.55,25,2.01,7.01,5.99,6.69,6.09,5.25,9.36,1.34,0,0,1.43,0,0,1.7,2.07,7.04,10,10,10,10,8.46,ChatGPT,NA,"Assistance in Error handling and understanding the meaning of error messages. Understanding of code and syntax, which are still unclear to me after lessons or after reading documentations on them.",10,NA,finland
2024-03-21,2024-03-21,87.95.54.121,494,2024-03-21,R_3kXLK1rSfLRnCj5,60.1797,24.9344,1,"Yes, I consent to participate in this study",Bioanalyytikko,In-person,20.06,Female,NA,8.01,25,6.01,4.19,3.63,6.82,3.81,5.05,4.29,6,4.35,4.37,5,5.75,6.22,3.49,6.36,10,7.01,6.05,9.09,6.88,5.55,ChatGPT,NA,.,6.04,NA,finland
2024-03-21,2024-03-21,84.250.9.231,299,2024-03-21,R_7EdgKCdUsSkrkgp,65.013,25.4957,1,"Yes, I consent to participate in this study",computer science,Both online and in-person,51.16,Male,NA,7.55,22,8.45,7.58,5.43,4.9,5.16,5.84,5.2,0.26,2.17,0.33,0.7,0.58,0.41,0.17,0.22,8.3,7.43,9.03,8.32,2.7,3.09,ChatGPT,NA,"When i write code and i hit an error, it's good to ask help from chatGPT. It's alot faster than waiting to ask help from teacher.",10,NA,finland
2024-03-21,2024-03-21,78.27.71.128,516,2024-03-21,R_1rVDtEhC1AGRMXv,65.0121,25.4753,0.899999976,"Yes, I consent to participate in this study",Bachelor of science information technology,In-person,96.38,Female,NA,8.91,39,5.96,9.12,8.19,8.75,8.23,8.1,8.22,7.59,3.43,3.93,6.06,3.13,2.14,4.35,3.13,1.77,8.13,7.17,7.12,7.03,2.68,ChatGPT,NA,"For assignments ,research and ideas about studies",8.04,NA,finland
2024-03-21,2024-03-21,85.76.145.155,503,2024-03-21,R_4uYItZvVA8GqXhD,60.1797,24.9344,0.899999976,"Yes, I consent to participate in this study",Bachelor of business administration,Both online and in-person,7.46,Female,NA,4.78,28,2.68,8.1,6.34,4.24,4.98,3.63,6.27,0,0,0,0,0,0,3.02,0,3.63,6.71,7.25,7.25,6.03,3.56,ChatGPT,NA,When i need to write something long and exhausting,5.36,NA,finland
2024-03-21,2024-03-21,87.100.239.17,235,2024-03-21,R_5hExZZN1n2KYnK6,65.0545,25.4875,1,"Yes, I consent to participate in this study",Bachelor of Engineering,Both online and in-person,50.43,Male,NA,9.12,27,8.22,10,10,10,10,8,8,0,0,0,0,0,0,0,0,10,10,10,0,0,10,ChatGPT,NA,"When im learning something new, i can ask specific questions from chat gpt. Example of subject: vapour pressure",10,NA,finland
2024-03-21,2024-03-21,85.23.140.77,610,2024-03-21,R_8dH2mGa93jrVLP3,65.0121,25.4753,1,"Yes, I consent to participate in this study",Bachelor of Engineering,Both online and in-person,10,Female,NA,7,46,7,4.01,4.06,6.04,3.87,3.96,3.8,6.2,6.29,6.39,6.23,6.19,7.12,3.71,6.48,7.17,7.1,7.14,7.01,7.17,6,ChatGPT,NA,"If I don't find answers to assaignments anywhere I ask from AI. After I get  answers I think must be right, I try to search same information from the internet. It's just a tool to get me on right bath, but I always check the information somewhere else.",6.03,NA,finland
2024-03-21,2024-03-21,193.210.200.69,423,2024-03-21,R_1YmuqqVNDwP2WeZ,61.4886,23.7618,0.899999976,"Yes, I consent to participate in this study","Information Technology, option of Software Developement",Both online and in-person,19.57,Female,NA,8.75,27,6.2,1.99,5.04,0,2.8,6.06,0.78,6.13,0,0,6.13,2.91,0.88,2.99,5.71,9.22,8.17,7.17,8.23,7.12,6.25,ChatGPT,NA,"For example it spots the mistakes in a code easily, and I use it a lot to check if I'm right about something. If I flat out ask it something, maybe about mathematics, it usually doesn't give me the right answer.",6.61,NA,finland
2024-03-21,2024-03-21,85.76.145.207,351,2024-03-21,R_43KJ6X9jUWs6aPL,60.1797,24.9344,1,"Yes, I consent to participate in this study",Bachelor of science in nursing,Both online and in-person,6.27,Female,NA,8.09,27,7.15,8.09,6.11,5.99,3.57,3.95,4.04,2.73,2.04,2.92,2.79,2.66,1.54,2.45,0.38,3.76,6.14,6.24,6.39,7.93,4.23,None,NA,NA,NA,"I have asked AI (chatgpt)some questions I wanted answers for, but they are not related to my studies",finland
2024-03-21,2024-03-21,185.38.2.1,399,2024-03-21,R_3yeIRr4zmUBSnQz,65.0545,25.4875,0.800000012,"Yes, I consent to participate in this study",Bachelor of Business Administration in International Business,In-person,100,Male,NA,6.5,37,3.48,5.68,6.38,6.44,6.71,5.45,5.75,6.53,6.74,7.34,6.85,7.14,6.33,6.35,6.8,3.09,6.96,6.94,4.03,6.27,6.23,ChatGPT,NA,For Assignments,7.44,NA,finland
2024-03-21,2024-03-21,80.221.133.101,221,2024-03-21,R_4fNRmpVGEl8iDfO,66.5072,25.7381,0.899999976,"Yes, I consent to participate in this study",Degree Programme in Information Technology,Both online and in-person,29.86,Male,NA,8.16,27,6.1,7.33,6.01,6.14,6.13,4.96,6.09,1.86,1.81,1.91,1.75,1.99,1.67,1.77,2.06,8.54,7.59,8.78,7.81,7.35,5.04,ChatGPT,NA,I'm working currently with Unity game engine. I often use chatgpt to help me find a solution related to C# language or Unity components,6.99,NA,finland
2024-03-21,2024-03-21,46.132.11.245,517,2024-03-21,R_7iCUwZz2cPuyvn3,61.5102,23.7985,0.800000012,"Yes, I consent to participate in this study","Bachelor of Business Administration, Data processing",Both online and in-person,63.05,Other,Nonbinary,8,19,7.39,6.47,7.05,8,6.27,5.15,5.86,2.14,2.27,2.61,4.17,4.2,1.63,2.37,5.02,6.27,7.46,7.97,8.75,8,8.14,ChatGPT,NA,I ask examples of how to write some code.,8.03,NA,finland
2024-03-21,2024-03-21,193.167.100.12,240,2024-03-21,R_1A57IDWiUc0wq6B,65.0013,25.4515,0.899999976,"Yes, I consent to participate in this study",Sairaanhoitaja,Both online and in-person,1.3,Female,NA,3,31,8,5.07,4,7.09,6.06,7.22,7.1,0,0,0,0,0,0,2.09,0,7.2,10,10,10,10,4.04,Other,Firefox,n,4.49,NA,finland
2024-03-21,2024-03-21,85.76.131.10,845,2024-03-21,R_295YnXmDQpwl0w9,60.1797,24.9344,1,"Yes, I consent to participate in this study",Bachelor of business administration,Both online and in-person,5.31,Female,NA,7.05,34,3.03,8.92,5.23,9.21,5.6,5.46,5.13,0,0,0,0,0,0,0,0,7.01,7.79,6.82,10,8.44,9.09,Other,"Chat gpt, bing capilot",I use these as a help in doing tasks and reports,9.13,NA,finland
2024-03-19,2024-03-21,185.151.251.59,172320,2024-03-21,R_2Fhah2pUgvdcNUK,65.0121,25.4753,1,"Yes, I consent to participate in this study","Master Degree Programme in Service Business Development, Culture (60 cr)",Online,12.32,Female,NA,6.55,48,7.16,5.65,3.3,2.25,3.99,3.35,4.36,5.59,6.87,6.84,6.64,6.35,6.12,2.62,5,8.26,6.58,6.23,7.67,5.68,9.32,None,NA,NA,NA,ChatGPT,finland
2024-03-21,2024-03-21,193.56.113.22,599,2024-03-21,R_7pDOL86I8XJcdCL,60.1797,24.9344,0.899999976,"Yes, I consent to participate in this study",Bachelor of information and communication technology,Both online and in-person,29.13,Male,NA,9.55,27,8.04,2,2.83,1.9,3.99,3.96,3.99,0.88,2.81,1.7,1.81,1.91,1.71,8.1,9.06,0.88,5,5,7.22,0,0,ChatGPT,NA,I have produced code and i get an error. First I try to find a solution online and sometimes get nowhere. Usually after that I paste the code problem to ChatGPT and sometimes it produces a fine solution.,2.99,NA,finland
2024-03-21,2024-03-21,130.231.4.112,585,2024-03-21,R_2OEM5FdDFHVNTKp,65.0545,25.4875,NA,"Yes, I consent to participate in this study",Bachelor of Nursing,Both online and in-person,100,Female,NA,7,21,2,3.03,5,1.93,5,3.03,3.49,8,8,5.99,5.93,7,5,6.01,8.3,2.01,7.99,8,5,9.03,5,ChatGPT,NA,i use it when i want to find informations about some topics,6.51,NA,finland
2024-03-21,2024-03-21,178.55.236.181,746,2024-03-21,R_4d6yWzjpxuQ8FSF,60.1797,24.9344,1,"Yes, I consent to participate in this study",Modern Software and Computing Solutions,Online,95.22,Male,NA,7.51,26,8,5,7,5,5,5,5,5,5,5,5,5,5,5,5,8.55,9,8.51,7.51,7.09,2.49,ChatGPT,NA,"I've been utilizing ChatGPT in my work and personal environment. For example, when learning to use a library in programming, and especially to understand the math needed for data analytics etc.",8.38,NA,finland
2024-03-21,2024-03-21,85.194.207.114,1037,2024-03-21,R_1PGOmLPqO1hEBqY,60.1797,24.9344,0.899999976,"Yes, I consent to participate in this study","Bachelor of Engineering, Information Technology",Both online and in-person,20,Male,NA,6,42,4,6.49,6,5,5,6,5,0,0,0,0,0,0,0,0,10,10,10,10,10,5,ChatGPT,NA,I am checking or asking for an opinion on some tasks.,7,NA,finland
2024-03-21,2024-03-21,85.23.142.107,254,2024-03-21,R_2P4BYbMoPMJLiZl,65.0121,25.4753,0.899999976,"Yes, I consent to participate in this study",Bachelor of social services,In-person,10.14,Male,NA,7,28,2.52,5.71,3.91,6.28,5,5.48,4.28,7.55,7.01,7.01,7.29,7.74,7.42,7.94,7.96,8.68,6,6.13,4.61,5.41,5,None,NA,NA,NA,Nothing,finland
2024-03-21,2024-03-21,87.95.64.118,2566,2024-03-21,R_6E5aKUX6sWae0gp,60.1797,24.9344,0.899999976,"Yes, I consent to participate in this study",Bachelor of international business,In-person,100,Female,NA,4.72,38,4.96,5.1,4.93,0.57,3.69,4.87,3.95,2.96,1.16,2.78,3.18,3.02,2.69,2.45,2.78,10,5.14,5.61,5.22,6.35,7.52,ChatGPT,NA,"To resume some articles, but sometimes it give me extra info which is not in the article",3.83,NA,finland
2024-03-21,2024-03-21,81.175.146.95,499,2024-03-21,R_7r1Jncd8z2bt5mN,65.0121,25.4753,1,"Yes, I consent to participate in this study","Bachelor of Engineering, information technology",Both online and in-person,45.22,Male,NA,8.51,23,6.52,1.51,1,0,1.49,1.49,0.52,3,0,0.55,1,0.99,0,0,1.99,0.99,7.49,9.09,6.03,8.01,8.03,ChatGPT,NA,.,4,NA,finland
2024-03-21,2024-03-21,130.231.0.138,512,2024-03-21,R_3P6GOo7d3se6Avs,65.0379,25.5999,1,"Yes, I consent to participate in this study",Bachelor of Business Economics,In-person,6.52,Female,NA,8.61,23,1.41,4.04,5.17,7.16,5.64,8.17,1.71,1.04,0.38,0.88,0,0.83,0,2.22,2.87,1.93,9.59,5.17,8.04,9.62,8.01,ChatGPT,NA,I use ChatGPT to generate ideas and to clarify my own thoughts. I also use it as an writing assistant.,4.83,NA,finland
2024-03-21,2024-03-21,78.27.66.15,450,2024-03-21,R_2LbWWWKg29HfEaj,65.0121,25.4753,0.899999976,"Yes, I consent to participate in this study",Bachelor of Business Administration,In-person,10,Female,NA,5,28,3,3,2,2,2,4,1,1,0,0,0,0,0,1,7.49,10,3,5,10,4,6,ChatGPT,NA,I don't usually use ChatGPT and i'n not familiar of how it works. I gave it a chance when i was looking answers for different career options.,2,NA,finland
2024-03-21,2024-03-21,95.175.104.89,437,2024-03-21,R_5txYcgi1OC58TdL,60.1797,24.9344,0.899999976,"Yes, I consent to participate in this study","Bachelor of Engineering, Information Technology",Online,29.13,Female,NA,7.59,28,7,8.09,3.8,3.36,6.1,3.04,7.71,1.32,0.28,1.64,2.99,1.68,1.7,1.41,1.61,8,8.65,9.29,4.13,8.01,7.23,ChatGPT,NA,.,7.38,NA,finland
2024-03-21,2024-03-21,82.128.129.206,3968,2024-03-21,R_4F4ijdGQGsejG4y,65.0226,25.4783,1,"Yes, I consent to participate in this study",Bachelor of Engineering,Both online and in-person,17.25,Male,NA,6,30,7,1.81,1.87,5.01,1.87,2.94,1.9,0,0,2.88,0,0.84,0,0,0,6.12,7.14,7.07,8.25,8.17,0,ChatGPT,NA,"coding examples from AI, they never work perfectly, but they give alot good ideas and directions to build code",7.07,NA,finland
2024-03-21,2024-03-21,87.100.213.129,748,2024-03-21,R_5tEcHgeLFfFHLaB,65.0121,25.4753,1,"Yes, I consent to participate in this study",Occupational therapist,Both online and in-person,20.6,Female,NA,7.11,40,2.49,4.03,2.98,0.99,2.47,1.92,1.97,1.93,0,0,0,2.04,0,7.32,7.01,1.95,7.08,8.01,5,8.99,5.02,ChatGPT,NA,I use them to form text of a certain subject and to find alternative ways to write about something.,7.06,NA,finland
2024-03-21,2024-03-21,81.175.148.157,868,2024-03-21,R_40BF0mm80a2l0RJ,65.0013,25.4515,0.800000012,"Yes, I consent to participate in this study",Bachelor's degree in Nursing,In-person,70.88,Female,NA,9.32,37,3.04,3.38,4.01,2.23,3.26,4.18,5.5,3.04,3.76,7.28,3.68,1.53,2.15,8.59,2.89,1.07,6.51,6.05,7.28,7.68,5.07,Other,Jenni. Ai,Help to improve academic writing skills,8.61,NA,finland
2024-03-21,2024-03-21,62.74.17.121,413,2024-03-21,R_2CIwa9aK2tg6Hrs,37.9842,23.7353,0.899999976,"Yes, I consent to participate in this study",Bachelor of nursing,In-person,90.18,Male,NA,4.96,21,2.01,4.81,4.4,2.11,5.07,4.97,4.04,4.81,4.97,4.96,5,5,4.79,5.04,5.13,9.85,2.32,2.99,7.45,3.24,5.07,None,NA,NA,NA,Chat gpt,finland
2024-03-21,2024-03-21,80.220.118.182,854,2024-03-21,R_2teSVt4fi5KFDDB,61.516,23.7773,0.899999976,"Yes, I consent to participate in this study",Master's in project managament and data analytics,Online,100,Female,NA,9.1,36,10,7.19,7.1,6.75,4,6.51,0,0.8,0.78,1.01,0,0.75,0,0,2.01,10,8.78,9.1,10,9.2,8,ChatGPT,NA,I am mainly using ChaGPT for programming purposes for checking errors in my code and such.,7.03,NA,finland
2024-03-21,2024-03-21,188.126.80.24,486,2024-03-21,R_2txdEE13y8NlVWF,59.3098,17.9796,0.400000006,"Yes, I consent to participate in this study",Bachelor of Science in Automation Technology,In-person,20.43,Male,NA,8.16,21,7.59,4,6.03,1.06,5.04,5.01,3.97,0,0,1.01,0,0,0,0,0,9.03,8.14,7.16,8,6.04,6,ChatGPT,NA,"Basic and complex questions, but LLM fails to meet more complex mathematical equations. Obviously there are gaps in LLM's ""knowledge"".",7.54,NA,finland
2024-03-21,2024-03-21,88.195.60.109,369,2024-03-21,R_66lNIfM7SL7c1Fh,65.8588,24.1539,1,"Yes, I consent to participate in this study",Bachelor of Business Administration,Both online and in-person,2.17,Male,NA,8.49,22,7,5.99,1.03,2.99,1.87,6,1.9,7,1.91,2.42,10,2.06,2.8,3.01,3.96,0.83,6.07,6.03,2.99,7.07,0,ChatGPT,NA,If I need to condence texts or I need something explained further,3.03,NA,finland
2024-03-21,2024-03-21,85.29.101.114,490,2024-03-21,R_2aJs97Yic0Lhd4j,64.2142,27.6916,1,"Yes, I consent to participate in this study",MBA,Online,100,Female,NA,8.45,46,3.12,7.14,7.07,6.39,5.07,6.09,6.36,5.43,5.74,6.71,5.52,6.65,6.14,3.75,3.16,7.16,7.3,5,7.19,7.36,7.19,ChatGPT,NA,Excel formula/Python code etc.,7.13,NA,finland
2024-03-22,2024-03-22,81.175.151.145,532,2024-03-22,R_2hcLexTzLFvvblD,65.0121,25.4753,1,"Yes, I consent to participate in this study",Bachelor of business administration,Both online and in-person,5.65,Male,NA,3,23,7.01,8.14,8.06,7.12,7.09,6.06,3.91,4.93,1.88,3.87,2.9,0.71,1.77,8.23,6.09,6.12,9.33,9.1,10,10,7.2,ChatGPT,NA,I use it to summarize texts from internet and also format my own texts.,8.12,NA,finland
2024-03-22,2024-03-22,37.33.193.48,515,2024-03-22,R_1BXZjsQtpsNfe1P,60.1797,24.9344,0.899999976,"Yes, I consent to participate in this study",Bachelor of business administration,In-person,9.49,Female,NA,8.1,26,7.53,5.15,4.78,5.97,1.73,4.07,3.76,4.61,1.73,4.92,4.1,2.17,1.76,1.97,3.86,1.63,8.2,7.15,1.39,8.27,5.53,ChatGPT,NA,"I ask ChatGPT advices for my business development, I ask it to compare and define different strategias and outlines. Also I ask advices for meetings and networking. When I have to write in english I ensure it with LLM.",8.71,NA,finland
2024-03-22,2024-03-22,176.93.227.42,392,2024-03-22,R_2sZTmL2MVNRl0Qx,60.1797,24.9344,1,"Yes, I consent to participate in this study",Degree Programme in Radiography and Radiation Therapy,Both online and in-person,15.46,Female,NA,6.5,28,4.03,5.02,1.17,2.69,2.96,2.08,2.86,2.51,2.01,2.09,0.57,0.41,2.04,3.08,3.65,1.45,7.11,5.02,8.19,8.43,5.02,ChatGPT,NA,Mostly only to rephrase sentences. Not for information.,7.65,NA,finland
2024-03-22,2024-03-22,109.240.87.200,1018,2024-03-22,R_8X5SvsGWqeWhi76,61.4886,23.7618,0.899999976,"Yes, I consent to participate in this study",Bachelor of Business Administration.,Both online and in-person,100,Male,NA,6.49,35,1,7.26,8.02,5.33,5.02,4.32,2.75,1.92,2,3.87,3.23,4.21,2.01,3.14,4.61,10,5.91,8.53,6.47,6.72,5.13,ChatGPT,NA,When I need some information about a specific question that information need more time to find it I go to Chat GPT to reduce time and easily.,5.02,NA,finland
2024-03-22,2024-03-22,91.145.120.201,248,2024-03-22,R_25yDX1y04KORZez,65.0121,25.4753,1,"Yes, I consent to participate in this study","Bachelor of engineering, energy techonology and circular economy",Both online and in-person,60,Female,NA,9.1,26,7.07,3.84,3.41,3.68,3.14,2.42,2.54,2.46,0.99,1.39,1.75,1.94,0.54,1.91,2.26,2.93,7.04,6.55,8.33,7.49,6.94,ChatGPT,NA,I use artificial intelligence for calculation and to some extent also for translation,5.93,NA,finland
2024-03-22,2024-03-22,78.27.73.197,592,2024-03-22,R_51DhEQrFVbXq8Wl,65.0121,25.4753,1,"Yes, I consent to participate in this study","Bachelor of Engineering, Information Technology",In-person,15.07,Male,NA,8.54,25,7.28,8.26,6.75,6.33,8.33,5.94,9.17,6.23,0,6.01,0.9,0.88,0,4.06,6.07,10,9.2,9.54,9.23,9.41,9.39,ChatGPT,NA,I copy and paste compile/build error logs and let AI explain the errors for me.,9.04,NA,finland
2024-03-22,2024-03-22,78.27.82.57,282,2024-03-22,R_23Co5JL9dw0P9Rh,65.013,25.4957,0.899999976,"Yes, I consent to participate in this study",Bachelor of mechanical engineering,In-person,0,Female,NA,9.91,24,5.01,1.74,1.78,1.8,1.62,4.46,1.14,0,0,0,0,0,0,0,0,9.39,5.07,4.75,0.81,5.81,1.25,None,NA,NA,NA,ChatGPT,finland
2024-03-22,2024-03-22,109.240.95.175,495,2024-03-22,R_62w7h2tBk3l9UXL,61.4966,23.7831,1,"Yes, I consent to participate in this study",Bachelor of Social Services,Both online and in-person,7.3,Female,NA,6.18,21,7.23,4.77,4.47,4.21,4.78,4.72,4.15,2.36,2.63,2.52,2.13,3.16,3.41,2,2,6.87,6.83,6.24,6.54,7.19,7.37,None,NA,NA,NA,I don't know,finland
2024-03-24,2024-03-24,85.194.208.203,6,2024-03-24,R_4xoFs6NXtOdl7nH,65.0121,25.4753,0.400000006,"No, I do not consent to participate in this study",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,finland
2024-03-24,2024-03-24,80.75.104.190,278,2024-03-24,R_2ZVpw6VL6zJ0Ygc,65.0121,25.4753,1,"Yes, I consent to participate in this study",Business bachelor,In-person,100,Female,NA,8.9,22,5.81,9.32,8.9,7.91,7.54,8.49,7.87,1.59,0.61,1.33,1.41,1.06,0.91,0,0.25,7.12,9.2,8.13,8.16,8.86,7.07,ChatGPT,NA,Mostly for my studies but also sometimes for fun or if i want to research something quickly,9.94,NA,finland
2024-03-25,2024-03-25,37.33.177.3,286,2024-03-25,R_2jOjYwA8HVjr0mR,60.1797,24.9344,1,"Yes, I consent to participate in this study",Degree Programme of Physiotherapy,Both online and in-person,60.69,Female,NA,6.99,23,0.37,4.34,2.27,1.73,2.88,5.81,6.76,7.31,3.84,6.19,7.16,7.18,8.66,4.23,6.7,2.59,6.2,5.18,2.3,6.91,2.53,None,NA,NA,NA,-,finland
2024-03-25,2024-03-25,85.131.121.87,315,2024-03-25,R_1EaKs2GQJjNm5pb,65.0121,25.4753,1,"Yes, I consent to participate in this study",Bachelor of Occupational Therapy,Both online and in-person,44.78,Female,NA,5.12,22,2.57,6.2,6.38,5.02,4.99,4.16,3.9,6.06,4.29,4.16,3.92,4.75,4.53,6.74,6.24,6.83,7.77,6.63,6.01,7.11,4.69,None,NA,NA,NA,"I really don't use AI writing applications in my studies, so I don't know. But I'm willing to find the efficient ways to do that.",finland
2024-03-25,2024-03-25,82.128.139.99,215,2024-03-25,R_2AYBHXPzLA9NsVc,65.0121,25.4753,0.899999976,"Yes, I consent to participate in this study",Dental hygienist,In-person,19.44,Female,NA,8.93,37,4.48,1.54,0.5,0.06,0,1.22,1.76,2.26,0.63,4.76,1.16,0.41,0.03,0.28,0.31,10,1.38,1.66,2.26,1.88,1.76,None,NA,NA,NA,Nothing,finland
2024-03-25,2024-03-25,193.167.107.139,555,2024-03-25,R_7FfXxGGrRlvBq9o,65.0121,25.4753,1,"Yes, I consent to participate in this study",Bachelor of Social Services,Both online and in-person,20,Female,NA,9,24,7,7.52,9.03,5.01,4.06,6.1,6.04,3.14,4.09,3.01,5.64,2.03,2.64,2.57,2.46,10,8.17,8.74,8.01,8,6.67,ChatGPT,NA,I usually use ChatGPT when an assignment is difficult to understand. I ask ChatGPT to make it a bit more clear and simpler. Sometimes I ask for assistance how to structure my answers.,7.07,NA,finland
2024-03-25,2024-03-25,85.194.207.134,46,2024-03-25,R_1Gwvdl4V8TQnxEG,60.1797,24.9344,0.899999976,"No, I do not consent to participate in this study",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,finland
2024-03-25,2024-03-25,83.146.202.134,614,2024-03-25,R_2WYkkEGHCY6JJ5A,60.8153,21.3828,0.899999976,"Yes, I consent to participate in this study",Master of Science in Clinical Optometry,Both online and in-person,98.64,Female,NA,7.83,40,3.08,2.71,2.64,2.75,2.64,2.75,2.81,1.05,1.05,0.61,0.98,0.85,1.32,1.22,7.53,7.9,7.73,6.17,7.76,7.56,6.2,ChatGPT,NA,For first line information to get abstrakt form big picture about subject,6.61,NA,finland
2024-03-25,2024-03-25,193.210.202.95,384,2024-03-25,R_2HdEDAqK22BORjj,61.4886,23.7618,0.899999976,"Yes, I consent to participate in this study",Degree in radiography and radiation therapy,In-person,39.37,Female,NA,9.36,34,6.74,5.6,5.43,4.48,5.5,5.42,4.35,1.99,2.44,1.45,2.65,2.84,2.82,3.3,2.83,3.45,6.78,6.49,7.66,5.75,5.61,ChatGPT,NA,When learning about new difficult laws or regulations concerning radiation.,7.21,NA,finland
2024-03-25,2024-03-25,85.131.125.218,423,2024-03-25,R_2hRc03ymedq6jJc,65.0121,25.4753,1,"Yes, I consent to participate in this study",biomedical laboratory scientist,Both online and in-person,8.12,Female,NA,8.54,33,6.23,6.49,6.22,5.67,6.38,6.49,6.06,1.8,0,0,0,0,0,0,5.29,8.03,8.93,8.75,8.07,7.77,5,None,NA,NA,NA,-,finland
2024-03-25,2024-03-25,84.248.9.181,725,2024-03-25,R_7rM7LlUT3yyHb6K,65.0013,25.4515,1,"Yes, I consent to participate in this study","Bachelor of Business Administration (BBA), Degree Programme in Business Information Systems",Online,20,Female,NA,9,29,8,4,4,6,4,4,2,6,2,7,3,3,2,5,8,7.06,6.01,6,8,9.01,5.06,ChatGPT,NA,"help with codes, help with improving text, help with getting ideas",7.07,NA,finland
2024-03-25,2024-03-25,130.231.2.222,182,2024-03-25,R_1re7X0gbbVOwGvn,65.0379,25.5999,0.899999976,"Yes, I consent to participate in this study",Bachelor of Social services,In-person,0,Female,NA,9.12,23,7.51,3.91,4.99,3.9,5,5,3.96,0.07,1.88,0,0.67,0,0.52,0.23,0.8,10,7.01,7.03,6.09,6.17,6.03,None,NA,NA,NA,I haven't used any,finland
2024-03-25,2024-03-25,84.250.30.139,356,2024-03-25,R_2ClJL45AaDqx9K1,65.013,25.4957,1,"Yes, I consent to participate in this study",sosionomi (oamk),In-person,0,Male,NA,7.55,20,10,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,10,None,NA,NA,NA,"ei kiinnosta, illÃ¤ osaan hakea tiedon netistÃ¤ itse.",finland
2024-03-25,2024-03-25,85.76.45.230,17119,2024-03-25,R_6DqzhGtTNwGDXFV,60.1797,24.9344,0.899999976,"Yes, I consent to participate in this study","Health care, public health nurse",Both online and in-person,40,Female,NA,8,38,8.32,5,5,8,5,7,5,0,0,0,0,0,0,0,0,0,5,5,5,10,8,ChatGPT,NA,"Finding correct synonyms, translating, help with writing essays (sentences, help to start writing etc.), sometimes for quick information and so on.",5,NA,finland
2024-03-25,2024-03-25,81.175.158.20,312,2024-03-25,R_8NeP2m7CKyGnrlm,65.0226,25.4783,0.899999976,"Yes, I consent to participate in this study",Ylempi amk,Online,30.36,Female,NA,5.04,38,4.25,1.46,2.32,2.71,1.25,0.21,1.32,4.11,4.11,1.79,3.79,1.64,5.14,1.61,3.32,0,3.89,4.21,5.21,5.25,5.32,None,NA,NA,NA,Copilot,finland
2024-03-25,2024-03-25,193.167.100.12,401,2024-03-25,R_4npgQ1Xm8Wr8Stc,65.0013,25.4515,0.899999976,"Yes, I consent to participate in this study","Bachelor of Health Care, Physiotherapist",Both online and in-person,26.23,Female,NA,8.51,25,2,5.45,2.83,4.45,0.35,5.28,2.41,5.81,3.12,4.22,3.36,2.28,3.26,2.45,5.51,6.55,5.35,5,6.07,3.41,4.17,ChatGPT,NA,"I have used ChatGPT as a tool to translate swedish, but with other translators so I have at least double checked the answer.",5.3,NA,finland
2024-03-25,2024-03-25,93.106.0.126,10,2024-03-25,R_2dRjRbwDIHhu1C9,60.1797,24.9344,1,"No, I do not consent to participate in this study",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,finland
2024-03-26,2024-03-26,87.100.224.110,161,2024-03-26,R_2RjfG77Pk6CXBnj,65.0121,25.4753,1,"Yes, I consent to participate in this study",Liiketalouden tradenomi,In-person,0,Female,NA,1.59,24,2.95,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,4.64,5.02,5.02,5.02,5.02,5.02,5.02,6.58,5.01,5.02,ChatGPT,NA,-,5.02,NA,finland
2024-03-26,2024-03-26,46.132.25.153,339,2024-03-26,R_26gqRVueTrH2BQf,65.0121,25.4753,1,"Yes, I consent to participate in this study",Bachelor of mechnical engineering,Both online and in-person,30.94,Male,NA,7.06,23,5.07,3.94,3.8,2.75,2.95,3.93,3.74,0,0,0,0,0,5.05,0,0,10,6.04,3,2.98,7.96,2.08,ChatGPT,NA,"I have used them to get answers faster for only a few exercises, because i have seen them so irrelevant to my degree/future work life.",6.99,NA,finland
